fn_name;iterators;loops;nested_loops
<usize as iter::traits::accum::Product>::product;1;0;0
<usize as iter::traits::accum::Sum<&'a usize>>::sum;1;0;0
<usize as iter::traits::accum::Product<&'a usize>>::product;1;0;0
<num::wrapping::Wrapping<i8> as iter::traits::accum::Sum>::sum;1;0;0
<num::wrapping::Wrapping<i8> as iter::traits::accum::Product>::product;1;0;0
<num::wrapping::Wrapping<i8> as iter::traits::accum::Sum<&'a num::wrapping::Wrapping<i8>>>::sum;1;0;0
<num::wrapping::Wrapping<i8> as iter::traits::accum::Product<&'a num::wrapping::Wrapping<i8>>>::product;1;0;0
<num::wrapping::Wrapping<i16> as iter::traits::accum::Sum>::sum;1;0;0
<num::wrapping::Wrapping<i16> as iter::traits::accum::Product>::product;1;0;0
<num::wrapping::Wrapping<i16> as iter::traits::accum::Sum<&'a num::wrapping::Wrapping<i16>>>::sum;1;0;0
<num::wrapping::Wrapping<i16> as iter::traits::accum::Product<&'a num::wrapping::Wrapping<i16>>>::product;1;0;0
<num::wrapping::Wrapping<i32> as iter::traits::accum::Sum>::sum;1;0;0
<num::wrapping::Wrapping<i32> as iter::traits::accum::Product>::product;1;0;0
<num::wrapping::Wrapping<i32> as iter::traits::accum::Sum<&'a num::wrapping::Wrapping<i32>>>::sum;1;0;0
<num::wrapping::Wrapping<i32> as iter::traits::accum::Product<&'a num::wrapping::Wrapping<i32>>>::product;1;0;0
<num::wrapping::Wrapping<i64> as iter::traits::accum::Sum>::sum;1;0;0
<num::wrapping::Wrapping<i64> as iter::traits::accum::Product>::product;1;0;0
<num::wrapping::Wrapping<i64> as iter::traits::accum::Sum<&'a num::wrapping::Wrapping<i64>>>::sum;1;0;0
<num::wrapping::Wrapping<i64> as iter::traits::accum::Product<&'a num::wrapping::Wrapping<i64>>>::product;1;0;0
<num::wrapping::Wrapping<i128> as iter::traits::accum::Sum>::sum;1;0;0
<num::wrapping::Wrapping<i128> as iter::traits::accum::Product>::product;1;0;0
<num::wrapping::Wrapping<i128> as iter::traits::accum::Sum<&'a num::wrapping::Wrapping<i128>>>::sum;1;0;0
<num::wrapping::Wrapping<i128> as iter::traits::accum::Product<&'a num::wrapping::Wrapping<i128>>>::product;1;0;0
<num::wrapping::Wrapping<isize> as iter::traits::accum::Sum>::sum;1;0;0
<num::wrapping::Wrapping<isize> as iter::traits::accum::Product>::product;1;0;0
<num::wrapping::Wrapping<isize> as iter::traits::accum::Sum<&'a num::wrapping::Wrapping<isize>>>::sum;1;0;0
<num::wrapping::Wrapping<isize> as iter::traits::accum::Product<&'a num::wrapping::Wrapping<isize>>>::product;1;0;0
<num::wrapping::Wrapping<u8> as iter::traits::accum::Sum>::sum;1;0;0
<num::wrapping::Wrapping<u8> as iter::traits::accum::Product>::product;1;0;0
<num::wrapping::Wrapping<u8> as iter::traits::accum::Sum<&'a num::wrapping::Wrapping<u8>>>::sum;1;0;0
<num::wrapping::Wrapping<u8> as iter::traits::accum::Product<&'a num::wrapping::Wrapping<u8>>>::product;1;0;0
<num::wrapping::Wrapping<u16> as iter::traits::accum::Sum>::sum;1;0;0
<num::wrapping::Wrapping<u16> as iter::traits::accum::Product>::product;1;0;0
<num::wrapping::Wrapping<u16> as iter::traits::accum::Sum<&'a num::wrapping::Wrapping<u16>>>::sum;1;0;0
<num::wrapping::Wrapping<u16> as iter::traits::accum::Product<&'a num::wrapping::Wrapping<u16>>>::product;1;0;0
<num::wrapping::Wrapping<u32> as iter::traits::accum::Sum>::sum;1;0;0
<num::wrapping::Wrapping<u32> as iter::traits::accum::Product>::product;1;0;0
<num::wrapping::Wrapping<u32> as iter::traits::accum::Sum<&'a num::wrapping::Wrapping<u32>>>::sum;1;0;0
<num::wrapping::Wrapping<u32> as iter::traits::accum::Product<&'a num::wrapping::Wrapping<u32>>>::product;1;0;0
<num::wrapping::Wrapping<u64> as iter::traits::accum::Sum>::sum;1;0;0
<num::wrapping::Wrapping<u64> as iter::traits::accum::Product>::product;1;0;0
<num::wrapping::Wrapping<u64> as iter::traits::accum::Sum<&'a num::wrapping::Wrapping<u64>>>::sum;1;0;0
<num::wrapping::Wrapping<u64> as iter::traits::accum::Product<&'a num::wrapping::Wrapping<u64>>>::product;1;0;0
<num::wrapping::Wrapping<u128> as iter::traits::accum::Sum>::sum;1;0;0
<num::wrapping::Wrapping<u128> as iter::traits::accum::Product>::product;1;0;0
<num::wrapping::Wrapping<u128> as iter::traits::accum::Sum<&'a num::wrapping::Wrapping<u128>>>::sum;1;0;0
<num::wrapping::Wrapping<u128> as iter::traits::accum::Product<&'a num::wrapping::Wrapping<u128>>>::product;1;0;0
<num::wrapping::Wrapping<usize> as iter::traits::accum::Sum>::sum;1;0;0
<num::wrapping::Wrapping<usize> as iter::traits::accum::Product>::product;1;0;0
<num::wrapping::Wrapping<usize> as iter::traits::accum::Sum<&'a num::wrapping::Wrapping<usize>>>::sum;1;0;0
<num::wrapping::Wrapping<usize> as iter::traits::accum::Product<&'a num::wrapping::Wrapping<usize>>>::product;1;0;0
<f32 as iter::traits::accum::Sum>::sum;1;0;0
<f32 as iter::traits::accum::Product>::product;1;0;0
<f32 as iter::traits::accum::Sum<&'a f32>>::sum;1;0;0
<f32 as iter::traits::accum::Product<&'a f32>>::product;1;0;0
<f64 as iter::traits::accum::Sum>::sum;1;0;0
<f64 as iter::traits::accum::Product>::product;1;0;0
<f64 as iter::traits::accum::Sum<&'a f64>>::sum;1;0;0
<f64 as iter::traits::accum::Product<&'a f64>>::product;1;0;0
<() as iter::traits::collect::Extend<()>>::extend;1;0;0
iter::traits::collect::default_extend_tuple_a;1;0;0
<Iter as iter::traits::collect::TraitA<EA>>::extend;1;0;0
iter::traits::collect::default_extend_tuple_b;1;0;0
<Iter as iter::traits::collect::TraitB<EB, EA>>::extend;1;0;0
iter::traits::collect::default_extend_tuple_c;1;0;0
<Iter as iter::traits::collect::TraitC<EC, EB, EA>>::extend;1;0;0
iter::traits::collect::default_extend_tuple_d;1;0;0
<Iter as iter::traits::collect::TraitD<ED, EC, EB, EA>>::extend;1;0;0
iter::traits::collect::default_extend_tuple_e;1;0;0
<Iter as iter::traits::collect::TraitE<EE, ED, EC, EB, EA>>::extend;1;0;0
iter::traits::collect::default_extend_tuple_f;1;0;0
<Iter as iter::traits::collect::TraitF<EF, EE, ED, EC, EB, EA>>::extend;1;0;0
iter::traits::collect::default_extend_tuple_g;1;0;0
<Iter as iter::traits::collect::TraitG<EG, EF, EE, ED, EC, EB, EA>>::extend;1;0;0
iter::traits::collect::default_extend_tuple_h;1;0;0
<Iter as iter::traits::collect::TraitH<EH, EG, EF, EE, ED, EC, EB, EA>>::extend;1;0;0
iter::traits::collect::default_extend_tuple_i;1;0;0
<Iter as iter::traits::collect::TraitI<EI, EH, EG, EF, EE, ED, EC, EB, EA>>::extend;1;0;0
iter::traits::collect::default_extend_tuple_j;1;0;0
<Iter as iter::traits::collect::TraitJ<EJ, EI, EH, EG, EF, EE, ED, EC, EB, EA>>::extend;1;0;0
iter::traits::collect::default_extend_tuple_k;1;0;0
<Iter as iter::traits::collect::TraitK<EK, EJ, EI, EH, EG, EF, EE, ED, EC, EB, EA>>::extend;1;0;0
iter::traits::collect::default_extend_tuple_l;1;0;0
<Iter as iter::traits::collect::TraitL<EL, EK, EJ, EI, EH, EG, EF, EE, ED, EC, EB, EA>>::extend;1;0;0
iter::traits::double_ended::DoubleEndedIterator::advance_back_by;0;1;0
iter::traits::double_ended::DoubleEndedIterator::try_rfold;0;1;0
iter::traits::double_ended::DoubleEndedIterator::rfold;0;1;0
<&mut I as iter::traits::double_ended::DoubleEndedIteratorRefSpec>::spec_rfold;0;1;0
<&mut I as iter::traits::double_ended::DoubleEndedIteratorRefSpec>::spec_try_rfold;0;1;0
iter::traits::iterator::Iterator::count;1;0;0
iter::traits::iterator::Iterator::last;1;0;0
iter::traits::iterator::Iterator::advance_by;0;1;0
iter::traits::iterator::Iterator::nth;1;0;0
iter::traits::iterator::Iterator::for_each;1;0;0
iter::traits::iterator::Iterator::partition;1;0;0
iter::traits::iterator::Iterator::partition_in_place;1;1;0
iter::traits::iterator::Iterator::is_partitioned;2;0;0
iter::traits::iterator::Iterator::try_fold;0;1;0
iter::traits::iterator::Iterator::try_for_each;1;0;0
iter::traits::iterator::Iterator::fold;0;1;0
iter::traits::iterator::Iterator::reduce;1;0;0
iter::traits::iterator::Iterator::try_reduce;1;0;0
iter::traits::iterator::Iterator::all;1;0;0
iter::traits::iterator::Iterator::any;1;0;0
iter::traits::iterator::Iterator::find;1;0;0
iter::traits::iterator::Iterator::find_map;1;0;0
iter::traits::iterator::Iterator::try_find;1;0;0
iter::traits::iterator::Iterator::position;1;0;0
iter::traits::iterator::Iterator::max_by;1;0;0
iter::traits::iterator::Iterator::min_by;1;0;0
iter::traits::iterator::Iterator::is_sorted_by;1;0;0
iter::traits::iterator::iter_compare;1;0;0
<&mut I as iter::traits::iterator::Iterator>::advance_by;1;0;0
<&mut I as iter::traits::iterator::Iterator>::nth;1;0;0
<&mut I as iter::traits::iterator::IteratorRefSpec>::spec_fold;0;1;0
<&mut I as iter::traits::iterator::IteratorRefSpec>::spec_try_fold;0;1;0
<&mut I as iter::traits::iterator::IteratorRefSpec>::spec_try_fold;1;0;0
<net::ip_addr::Ipv6Addr as fmt::Display>::fmt;0;5;0
<net::ip_addr::Ipv6Addr as fmt::Display>::fmt::fmt_subslice;0;1;0
<net::ip_addr::Ipv4Addr as ops::bit::Not>::not;0;1;0
<net::ip_addr::Ipv6Addr as ops::bit::Not>::not;0;1;0
<net::ip_addr::Ipv4Addr as ops::bit::BitAndAssign>::bitand_assign;0;1;0
<net::ip_addr::Ipv4Addr as ops::bit::BitOrAssign>::bitor_assign;0;1;0
<net::ip_addr::Ipv6Addr as ops::bit::BitAndAssign>::bitand_assign;0;1;0
<net::ip_addr::Ipv6Addr as ops::bit::BitOrAssign>::bitor_assign;0;1;0
net::parser::Parser::<'a>::read_ipv6_addr::read_groups;0;2;0
<range::iter::IterRange<A> as iter::traits::iterator::Iterator>::count;1;0;0
<range::iter::IterRange<A> as iter::traits::iterator::Iterator>::nth;1;0;0
<range::iter::IterRange<A> as iter::traits::iterator::Iterator>::last;1;0;0
<range::iter::IterRange<A> as iter::traits::iterator::Iterator>::advance_by;1;0;0
<range::iter::IterRangeInclusive<A> as iter::traits::iterator::Iterator>::count;1;0;0
<range::iter::IterRangeInclusive<A> as iter::traits::iterator::Iterator>::nth;1;0;0
<range::iter::IterRangeInclusive<A> as iter::traits::iterator::Iterator>::last;1;0;0
<range::iter::IterRangeInclusive<A> as iter::traits::iterator::Iterator>::advance_by;1;0;0
<range::iter::IterRangeFrom<A> as iter::traits::iterator::Iterator>::nth;1;0;0
sync::atomic::AtomicBool::fetch_update;0;1;0
sync::atomic::AtomicBool::update;0;1;0
sync::atomic::AtomicPtr::<T>::fetch_update;0;1;0
sync::atomic::AtomicPtr::<T>::update;0;1;0
sync::atomic::AtomicI8::fetch_update;0;1;0
sync::atomic::AtomicI8::update;0;1;0
sync::atomic::AtomicU8::fetch_update;0;1;0
sync::atomic::AtomicU8::update;0;1;0
sync::atomic::AtomicI16::fetch_update;0;1;0
sync::atomic::AtomicI16::update;0;1;0
sync::atomic::AtomicU16::fetch_update;0;1;0
sync::atomic::AtomicU16::update;0;1;0
sync::atomic::AtomicI32::fetch_update;0;1;0
sync::atomic::AtomicI32::update;0;1;0
sync::atomic::AtomicU32::fetch_update;0;1;0
sync::atomic::AtomicU32::update;0;1;0
sync::atomic::AtomicI64::fetch_update;0;1;0
sync::atomic::AtomicI64::update;0;1;0
sync::atomic::AtomicU64::fetch_update;0;1;0
sync::atomic::AtomicU64::update;0;1;0
sync::atomic::AtomicIsize::fetch_update;0;1;0
sync::atomic::AtomicIsize::update;0;1;0
sync::atomic::AtomicUsize::fetch_update;0;1;0
sync::atomic::AtomicUsize::update;0;1;0
<fmt::builders::PadAdapter<'_, '_> as fmt::Write>::write_str;0;2;0
fmt::builders::DebugSet::<'a, 'b>::entries;0;1;0
fmt::builders::DebugList::<'a, 'b>::entries;0;1;0
fmt::builders::DebugMap::<'a, 'b>::entries;0;1;0
fmt::num::GenericRadix::fmt_int;0;2;0
fmt::num::imp::<impl u8>::_fmt;0;1;0
fmt::num::imp::<impl u16>::_fmt;0;1;0
fmt::num::imp::<impl u32>::_fmt;0;1;0
fmt::num::imp::<impl u64>::_fmt;0;1;0
fmt::num::imp::<impl usize>::_fmt;0;1;0
fmt::num::imp::exp_u64;0;4;0
fmt::num::exp_u128;0;4;0
fmt::write;0;4;0
fmt::PostPadding::write;0;1;0
fmt::Formatter::<'a>::pad_integral;1;0;0
fmt::Formatter::<'a>::pad;2;0;0
fmt::Formatter::<'a>::padding;0;1;0
fmt::Formatter::<'a>::write_formatted_parts;0;6;0
fmt::Formatter::<'a>::debug_struct_fields_finish;0;1;0
fmt::Formatter::<'a>::debug_tuple_fields_finish;0;1;0
<str as fmt::Debug>::fmt;1;3;0
<hash::sip::Hasher<S> as hash::Hasher>::write;0;1;0
hash::Hash::hash_slice;0;1;0
slice::memchr::memchr_naive;0;1;0
slice::memchr::memchr_aligned::runtime;0;1;0
slice::memchr::memrchr;2;1;0
slice::sort::stable::merge::MergeState::<T>::merge_up;0;2;0
slice::sort::stable::merge::MergeState::<T>::merge_down;0;2;0
slice::sort::stable::drift::sort;0;5;0
slice::sort::stable::quicksort::quicksort;0;8;0
slice::sort::stable::quicksort::stable_partition;0;5;0
slice::sort::unstable::heapsort::heapsort;0;2;0
slice::sort::unstable::heapsort::sift_down;0;2;0
slice::sort::unstable::quicksort::quicksort;0;3;0
slice::sort::unstable::quicksort::partition_hoare_branchy_cyclic;0;18;0
slice::sort::unstable::quicksort::partition_lomuto_branchless_cyclic;0;4;0
slice::sort::select::partition_at_index_loop;0;5;0
slice::sort::select::min_index;1;0;0
slice::sort::select::max_index;1;0;0
slice::sort::select::median_of_medians;0;2;0
slice::sort::select::median_of_ninthers;0;1;0
slice::sort::shared::smallsort::small_sort_general_with_scratch;0;3;0
slice::sort::shared::smallsort::small_sort_network;0;3;0
slice::sort::shared::smallsort::insert_tail;0;1;0
slice::sort::shared::smallsort::insertion_sort_shift_left;0;1;0
slice::sort::shared::smallsort::bidirectional_merge;0;1;0
slice::sort::shared::find_existing_run;0;2;0
slice::ascii::<impl [u8]>::eq_ignore_ascii_case;0;1;0
slice::ascii::<impl [u8]>::make_ascii_uppercase;0;1;0
slice::ascii::<impl [u8]>::make_ascii_lowercase;0;1;0
slice::ascii::<impl [u8]>::trim_ascii_start;0;1;0
slice::ascii::<impl [u8]>::trim_ascii_end;0;1;0
<slice::ascii::EscapeAscii<'a> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<slice::ascii::EscapeAscii<'a> as iter::traits::iterator::Iterator>::fold;1;0;0
<slice::ascii::EscapeAscii<'a> as fmt::Display>::fmt;1;4;0
slice::ascii::is_ascii_simple;0;1;0
slice::ascii::is_ascii;0;3;0
<[A] as slice::cmp::SlicePartialEq<B>>::equal;0;1;0
<A as slice::cmp::SlicePartialOrd>::partial_compare;0;1;0
<A as slice::cmp::SliceOrd>::compare;0;1;0
<T as slice::cmp::SliceContains>::slice_contains;1;0;0
<u16 as slice::cmp::SliceContains>::slice_contains;2;1;0
<u32 as slice::cmp::SliceContains>::slice_contains;2;1;0
<u64 as slice::cmp::SliceContains>::slice_contains;2;1;0
<i16 as slice::cmp::SliceContains>::slice_contains;2;1;0
<i32 as slice::cmp::SliceContains>::slice_contains;2;1;0
<i64 as slice::cmp::SliceContains>::slice_contains;2;1;0
<f32 as slice::cmp::SliceContains>::slice_contains;2;1;0
<f64 as slice::cmp::SliceContains>::slice_contains;2;1;0
<usize as slice::cmp::SliceContains>::slice_contains;2;1;0
<isize as slice::cmp::SliceContains>::slice_contains;2;1;0
<char as slice::cmp::SliceContains>::slice_contains;2;1;0
<slice::iter::Iter<'a, T> as iter::traits::iterator::Iterator>::fold;0;1;0
<slice::iter::Iter<'a, T> as iter::traits::iterator::Iterator>::for_each;0;1;0
<slice::iter::Iter<'a, T> as iter::traits::iterator::Iterator>::all;0;1;0
<slice::iter::Iter<'a, T> as iter::traits::iterator::Iterator>::any;0;1;0
<slice::iter::Iter<'a, T> as iter::traits::iterator::Iterator>::find;0;1;0
<slice::iter::Iter<'a, T> as iter::traits::iterator::Iterator>::find_map;0;1;0
<slice::iter::Iter<'a, T> as iter::traits::iterator::Iterator>::position;0;1;0
<slice::iter::Iter<'a, T> as iter::traits::iterator::Iterator>::rposition;0;1;0
<slice::iter::IterMut<'a, T> as iter::traits::iterator::Iterator>::fold;0;1;0
<slice::iter::IterMut<'a, T> as iter::traits::iterator::Iterator>::for_each;0;1;0
<slice::iter::IterMut<'a, T> as iter::traits::iterator::Iterator>::all;0;1;0
<slice::iter::IterMut<'a, T> as iter::traits::iterator::Iterator>::any;0;1;0
<slice::iter::IterMut<'a, T> as iter::traits::iterator::Iterator>::find;0;1;0
<slice::iter::IterMut<'a, T> as iter::traits::iterator::Iterator>::find_map;0;1;0
<slice::iter::IterMut<'a, T> as iter::traits::iterator::Iterator>::position;0;1;0
<slice::iter::IterMut<'a, T> as iter::traits::iterator::Iterator>::rposition;0;1;0
<slice::iter::Split<'a, T, P> as iter::traits::iterator::Iterator>::next;1;0;0
<slice::iter::Split<'a, T, P> as iter::traits::double_ended::DoubleEndedIterator>::next_back;1;0;0
<slice::iter::SplitInclusive<'a, T, P> as iter::traits::iterator::Iterator>::next;1;0;0
<slice::iter::SplitInclusive<'a, T, P> as iter::traits::double_ended::DoubleEndedIterator>::next_back;1;0;0
<slice::iter::SplitMut<'a, T, P> as iter::traits::iterator::Iterator>::next;1;0;0
<slice::iter::SplitMut<'a, T, P> as iter::traits::double_ended::DoubleEndedIterator>::next_back;1;0;0
<slice::iter::SplitInclusiveMut<'a, T, P> as iter::traits::iterator::Iterator>::next;1;0;0
<slice::iter::SplitInclusiveMut<'a, T, P> as iter::traits::double_ended::DoubleEndedIterator>::next_back;1;0;0
<slice::iter::ArrayWindows<'a, T, N> as iter::traits::iterator::Iterator>::last;1;0;0
<slice::iter::ArrayChunks<'a, T, N> as iter::traits::iterator::Iterator>::count;1;0;0
<slice::iter::ArrayChunks<'a, T, N> as iter::traits::iterator::Iterator>::nth;1;0;0
<slice::iter::ArrayChunks<'a, T, N> as iter::traits::iterator::Iterator>::last;1;0;0
<slice::iter::ArrayChunksMut<'a, T, N> as iter::traits::iterator::Iterator>::count;1;0;0
<slice::iter::ArrayChunksMut<'a, T, N> as iter::traits::iterator::Iterator>::nth;1;0;0
<slice::iter::ArrayChunksMut<'a, T, N> as iter::traits::iterator::Iterator>::last;1;0;0
<slice::iter::ChunkBy<'a, T, P> as iter::traits::iterator::Iterator>::next;0;1;0
<slice::iter::ChunkBy<'a, T, P> as iter::traits::double_ended::DoubleEndedIterator>::next_back;0;1;0
<slice::iter::ChunkByMut<'a, T, P> as iter::traits::iterator::Iterator>::next;0;1;0
<slice::iter::ChunkByMut<'a, T, P> as iter::traits::double_ended::DoubleEndedIterator>::next_back;0;1;0
slice::rotate::ptr_rotate_gcd;0;6;0
slice::rotate::ptr_rotate_swap;0;4;0
<[T] as slice::specialize::SpecFill<T>>::spec_fill;0;1;0
<[T] as slice::specialize::SpecFill<T>>::spec_fill;0;1;0
slice::<impl [T]>::reverse::revswap;0;1;0
slice::<impl [T]>::split_once;1;0;0
slice::<impl [T]>::rsplit_once;1;0;0
slice::<impl [T]>::binary_search_by;0;1;0
slice::<impl [T]>::partition_dedup_by;0;3;0
slice::<impl [T]>::fill_with;0;1;0
slice::<impl [T]>::is_sorted;3;1;0
slice::<impl [T]>::is_sorted_by;1;0;0
slice::<impl [T]>::get_disjoint_unchecked_mut;0;1;0
<[T] as slice::CloneFromSpec<T>>::spec_clone_from;0;1;0
slice::get_disjoint_check_valid;0;2;0
str::count::do_count_chars;0;4;0
str::count::char_count_general_case;1;0;0
<str::iter::Chars<'a> as iter::traits::iterator::Iterator>::advance_by;3;4;0
<str::iter::CharIndices<'a> as iter::traits::iterator::Iterator>::count;1;0;0
<str::iter::Bytes<'_> as iter::traits::iterator::Iterator>::count;1;0;0
<str::iter::Bytes<'_> as iter::traits::iterator::Iterator>::last;1;0;0
<str::iter::Bytes<'_> as iter::traits::iterator::Iterator>::nth;1;0;0
<str::iter::Bytes<'_> as iter::traits::iterator::Iterator>::all;1;0;0
<str::iter::Bytes<'_> as iter::traits::iterator::Iterator>::any;1;0;0
<str::iter::Bytes<'_> as iter::traits::iterator::Iterator>::find;1;0;0
<str::iter::Bytes<'_> as iter::traits::iterator::Iterator>::position;1;0;0
<str::iter::Bytes<'_> as iter::traits::iterator::Iterator>::rposition;1;0;0
<str::iter::EscapeDebug<'a> as fmt::Display>::fmt;1;0;0
<str::iter::EscapeDebug<'a> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<str::iter::EscapeDebug<'a> as iter::traits::iterator::Iterator>::fold;1;0;0
<str::iter::EscapeDefault<'a> as fmt::Display>::fmt;1;0;0
<str::iter::EscapeDefault<'a> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<str::iter::EscapeDefault<'a> as iter::traits::iterator::Iterator>::fold;1;0;0
<str::iter::EscapeUnicode<'a> as fmt::Display>::fmt;1;0;0
<str::iter::EscapeUnicode<'a> as iter::traits::iterator::Iterator>::try_fold;1;0;0
<str::iter::EscapeUnicode<'a> as iter::traits::iterator::Iterator>::fold;1;0;0
str::validations::run_utf8_validation;0;19;0
str::pattern::Searcher::next_match;0;1;0
str::pattern::Searcher::next_reject;0;1;0
str::pattern::ReverseSearcher::next_match_back;0;1;0
str::pattern::ReverseSearcher::next_reject_back;0;1;0
<str::pattern::CharSearcher<'a> as str::pattern::Searcher<'a>>::next_match;0;3;0
<str::pattern::CharSearcher<'a> as str::pattern::ReverseSearcher<'a>>::next_match_back;0;3;0
<str::pattern::StrSearcher<'a, 'b> as str::pattern::Searcher<'a>>::next;0;1;0
<str::pattern::StrSearcher<'a, 'b> as str::pattern::Searcher<'a>>::next_match;0;1;0
<str::pattern::StrSearcher<'a, 'b> as str::pattern::ReverseSearcher<'a>>::next_back;0;1;0
<str::pattern::StrSearcher<'a, 'b> as str::pattern::ReverseSearcher<'a>>::next_match_back;0;1;0
str::pattern::TwoWaySearcher::byteset_create;1;0;0
str::pattern::TwoWaySearcher::next;0;30;0
str::pattern::TwoWaySearcher::next_back;0;30;0
str::pattern::TwoWaySearcher::maximal_suffix;0;15;0
str::pattern::TwoWaySearcher::reverse_maximal_suffix;0;15;0
str::pattern::simd_contains;1;6;0
str::pattern::small_slice_eq;0;2;0
<str::lossy::Debug<'_> as fmt::Debug>::fmt;0;5;0
<str::lossy::Utf8Chunks<'a> as iter::traits::iterator::Iterator>::next;0;10;0
str::<impl str>::floor_char_boundary;1;0;0
str::<impl str>::ceil_char_boundary;1;0;0
<time::Duration as iter::traits::accum::Sum>::sum;0;2;0
<time::Duration as iter::traits::accum::Sum<&'a time::Duration>>::sum;0;2;0
<time::Duration as fmt::Debug>::fmt::fmt_decimal;1;3;0
unicode::printable::check;0;5;0
unicode::unicode_data::skip_search;0;1;0
escape::EscapeIterInner::<N>::advance_by;1;0;0
unit::<impl iter::traits::collect::FromIterator<()> for ()>::from_iter;1;0;0
core_simd::swizzle::<impl core_simd::vector::Simd<T, N>>::interleave::interleave;0;2;0
core_simd::swizzle::<impl core_simd::vector::Simd<T, N>>::deinterleave::deinterleave;0;1;0
core_simd::iter::<impl iter::traits::accum::Sum for core_simd::vector::Simd<f32, N>>::sum;1;0;0
core_simd::iter::<impl iter::traits::accum::Product for core_simd::vector::Simd<f32, N>>::product;1;0;0
core_simd::iter::<impl iter::traits::accum::Sum<&'a core_simd::vector::Simd<f32, N>> for core_simd::vector::Simd<f32, N>>::sum;1;0;0
core_simd::iter::<impl iter::traits::accum::Product<&'a core_simd::vector::Simd<f32, N>> for core_simd::vector::Simd<f32, N>>::product;1;0;0
core_simd::iter::<impl iter::traits::accum::Sum for core_simd::vector::Simd<f64, N>>::sum;1;0;0
core_simd::iter::<impl iter::traits::accum::Product for core_simd::vector::Simd<f64, N>>::product;1;0;0
core_simd::iter::<impl iter::traits::accum::Sum<&'a core_simd::vector::Simd<f64, N>> for core_simd::vector::Simd<f64, N>>::sum;1;0;0
core_simd::iter::<impl iter::traits::accum::Product<&'a core_simd::vector::Simd<f64, N>> for core_simd::vector::Simd<f64, N>>::product;1;0;0
core_simd::iter::<impl iter::traits::accum::Sum for core_simd::vector::Simd<u8, N>>::sum;1;0;0
core_simd::iter::<impl iter::traits::accum::Product for core_simd::vector::Simd<u8, N>>::product;1;0;0
core_simd::iter::<impl iter::traits::accum::Sum<&'a core_simd::vector::Simd<u8, N>> for core_simd::vector::Simd<u8, N>>::sum;1;0;0
core_simd::iter::<impl iter::traits::accum::Product<&'a core_simd::vector::Simd<u8, N>> for core_simd::vector::Simd<u8, N>>::product;1;0;0
core_simd::iter::<impl iter::traits::accum::Sum for core_simd::vector::Simd<u16, N>>::sum;1;0;0
core_simd::iter::<impl iter::traits::accum::Product for core_simd::vector::Simd<u16, N>>::product;1;0;0
core_simd::iter::<impl iter::traits::accum::Sum<&'a core_simd::vector::Simd<u16, N>> for core_simd::vector::Simd<u16, N>>::sum;1;0;0
core_simd::iter::<impl iter::traits::accum::Product<&'a core_simd::vector::Simd<u16, N>> for core_simd::vector::Simd<u16, N>>::product;1;0;0
core_simd::iter::<impl iter::traits::accum::Sum for core_simd::vector::Simd<u32, N>>::sum;1;0;0
core_simd::iter::<impl iter::traits::accum::Product for core_simd::vector::Simd<u32, N>>::product;1;0;0
core_simd::iter::<impl iter::traits::accum::Sum<&'a core_simd::vector::Simd<u32, N>> for core_simd::vector::Simd<u32, N>>::sum;1;0;0
core_simd::iter::<impl iter::traits::accum::Product<&'a core_simd::vector::Simd<u32, N>> for core_simd::vector::Simd<u32, N>>::product;1;0;0
core_simd::iter::<impl iter::traits::accum::Sum for core_simd::vector::Simd<u64, N>>::sum;1;0;0
core_simd::iter::<impl iter::traits::accum::Product for core_simd::vector::Simd<u64, N>>::product;1;0;0
core_simd::iter::<impl iter::traits::accum::Sum<&'a core_simd::vector::Simd<u64, N>> for core_simd::vector::Simd<u64, N>>::sum;1;0;0
core_simd::iter::<impl iter::traits::accum::Product<&'a core_simd::vector::Simd<u64, N>> for core_simd::vector::Simd<u64, N>>::product;1;0;0
core_simd::iter::<impl iter::traits::accum::Sum for core_simd::vector::Simd<usize, N>>::sum;1;0;0
core_simd::iter::<impl iter::traits::accum::Product for core_simd::vector::Simd<usize, N>>::product;1;0;0
core_simd::iter::<impl iter::traits::accum::Sum<&'a core_simd::vector::Simd<usize, N>> for core_simd::vector::Simd<usize, N>>::sum;1;0;0
core_simd::iter::<impl iter::traits::accum::Product<&'a core_simd::vector::Simd<usize, N>> for core_simd::vector::Simd<usize, N>>::product;1;0;0
core_simd::iter::<impl iter::traits::accum::Sum for core_simd::vector::Simd<i8, N>>::sum;1;0;0
core_simd::iter::<impl iter::traits::accum::Product for core_simd::vector::Simd<i8, N>>::product;1;0;0
core_simd::iter::<impl iter::traits::accum::Sum<&'a core_simd::vector::Simd<i8, N>> for core_simd::vector::Simd<i8, N>>::sum;1;0;0
core_simd::iter::<impl iter::traits::accum::Product<&'a core_simd::vector::Simd<i8, N>> for core_simd::vector::Simd<i8, N>>::product;1;0;0
core_simd::iter::<impl iter::traits::accum::Sum for core_simd::vector::Simd<i16, N>>::sum;1;0;0
core_simd::iter::<impl iter::traits::accum::Product for core_simd::vector::Simd<i16, N>>::product;1;0;0
